age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,previous,poutcome,y
50,self-employed,married,unknown,no,-84,yes,no,unknown,6,5,1,0,unknown,no
52,blue-collar,divorced,primary,no,-97,yes,yes,unknown,9,5,4,0,unknown,no
48,admin.,divorced,unknown,no,-70,no,no,cellular,14,5,1,0,unknown,no
29,management,married,tertiary,no,581,yes,yes,cellular,14,7,2,0,unknown,no
42,admin.,married,secondary,no,214,yes,no,unknown,28,5,24,0,unknown,no
53,housemaid,married,primary,no,2581,no,no,cellular,15,4,1,0,unknown,no
47,blue-collar,single,unknown,no,2443,no,no,unknown,18,6,1,0,unknown,no
56,technician,divorced,tertiary,no,401,yes,no,telephone,20,11,1,0,unknown,no
29,entrepreneur,married,secondary,no,178,yes,no,cellular,5,5,4,0,unknown,no
48,blue-collar,married,secondary,no,157,yes,no,unknown,6,5,1,0,unknown,no
44,blue-collar,single,primary,no,787,yes,no,unknown,30,5,2,0,unknown,no
42,admin.,married,secondary,no,529,yes,yes,cellular,19,11,3,0,unknown,no
49,services,married,secondary,no,2201,yes,no,unknown,15,5,3,0,unknown,no
29,blue-collar,single,secondary,no,482,no,yes,cellular,10,7,3,0,unknown,yes
36,management,married,tertiary,no,340,yes,no,cellular,20,4,2,0,unknown,no
42,blue-collar,married,primary,no,2519,yes,no,unknown,15,5,4,0,unknown,no
32,technician,divorced,secondary,no,1097,yes,no,unknown,12,5,2,0,unknown,no
26,entrepreneur,single,tertiary,no,81,no,no,cellular,21,7,3,0,unknown,no
22,student,single,unknown,no,47,no,no,cellular,3,7,3,0,unknown,no
32,admin.,married,tertiary,no,0,yes,no,unknown,5,5,1,0,unknown,no
59,retired,married,primary,no,-47,yes,no,cellular,27,8,4,0,unknown,no
50,admin.,married,secondary,no,0,no,no,cellular,4,8,4,0,unknown,no
49,services,married,secondary,no,400,no,no,cellular,21,8,3,0,unknown,no
44,services,married,secondary,no,1989,yes,yes,cellular,20,4,2,0,unknown,no
55,housemaid,married,primary,no,136,yes,no,unknown,19,6,10,0,unknown,no
53,management,married,tertiary,no,4446,yes,no,unknown,14,5,1,0,unknown,no
33,management,married,tertiary,no,4,yes,no,cellular,16,7,5,0,unknown,no
42,technician,divorced,tertiary,no,7190,yes,no,cellular,29,7,2,0,unknown,no
31,technician,married,secondary,no,0,no,yes,cellular,15,7,6,0,unknown,no
48,management,married,tertiary,no,6613,no,no,unknown,17,6,3,0,unknown,no
54,retired,married,primary,no,0,yes,no,cellular,11,7,2,0,unknown,no
34,management,married,tertiary,no,1518,yes,no,cellular,20,11,2,0,unknown,no
57,retired,married,secondary,no,523,no,yes,cellular,2,2,6,0,unknown,no
36,services,married,secondary,no,42,yes,no,unknown,8,5,4,0,unknown,no
31,services,married,secondary,no,428,yes,no,unknown,21,5,1,0,unknown,no
30,blue-collar,single,secondary,yes,447,no,no,unknown,14,5,6,0,unknown,no
29,services,married,secondary,no,182,yes,no,telephone,13,5,3,0,unknown,no
42,self-employed,married,tertiary,no,1932,yes,no,unknown,16,5,32,0,unknown,no
37,blue-collar,married,secondary,no,131,yes,no,unknown,9,5,2,0,unknown,no
43,admin.,married,secondary,no,0,yes,no,cellular,17,7,3,0,unknown,no
34,admin.,married,secondary,no,1671,no,no,unknown,21,5,1,0,unknown,no
31,technician,single,tertiary,no,424,no,no,cellular,21,8,2,0,unknown,no
56,housemaid,married,tertiary,no,1922,yes,no,cellular,24,7,2,0,unknown,no
79,retired,married,primary,no,429,no,no,telephone,8,7,2,0,unknown,yes
36,technician,married,secondary,no,300,no,no,unknown,9,6,1,0,unknown,no
37,blue-collar,married,primary,no,689,yes,no,cellular,14,7,2,0,unknown,no
30,management,single,tertiary,yes,35,no,no,cellular,30,7,4,0,unknown,no
40,admin.,single,secondary,no,1670,yes,no,unknown,18,6,2,0,unknown,no
48,management,married,tertiary,no,60,no,no,telephone,7,5,2,7,failure,no
34,admin.,married,secondary,no,247,no,no,cellular,8,10,2,0,unknown,yes
42,self-employed,divorced,tertiary,no,360,yes,no,unknown,24,6,5,0,unknown,no
39,technician,married,secondary,no,147,yes,no,cellular,6,5,2,0,unknown,no
33,management,single,secondary,no,8004,no,no,cellular,19,11,3,0,unknown,no
34,management,single,tertiary,no,8038,yes,no,cellular,20,4,3,1,failure,no
49,housemaid,divorced,primary,no,198,yes,no,unknown,13,5,3,0,unknown,no
55,management,divorced,tertiary,no,9756,yes,no,cellular,5,6,2,1,other,yes
42,admin.,married,secondary,no,4209,yes,no,unknown,5,6,6,0,unknown,no
42,management,married,tertiary,no,2187,yes,no,cellular,17,11,3,0,unknown,yes
49,self-employed,married,secondary,no,1103,no,no,cellular,12,8,2,0,unknown,no
42,housemaid,divorced,tertiary,no,364,no,no,cellular,18,11,1,0,unknown,no
53,technician,divorced,primary,no,7290,yes,no,unknown,30,5,1,0,unknown,no
76,retired,married,primary,no,2590,no,no,telephone,9,2,12,0,unknown,no
33,management,single,tertiary,no,1439,yes,no,cellular,3,6,2,0,unknown,no
49,services,single,secondary,no,133,no,no,unknown,11,6,6,0,unknown,no
33,unemployed,married,secondary,no,2,yes,no,cellular,16,7,1,0,unknown,no
53,management,married,primary,no,4086,no,no,unknown,20,6,3,0,unknown,no
42,entrepreneur,married,primary,no,198,yes,no,unknown,8,5,1,0,unknown,no
52,technician,divorced,secondary,no,280,no,no,cellular,14,7,5,0,unknown,no
44,blue-collar,married,primary,no,2657,yes,no,unknown,20,6,2,0,unknown,no
35,management,single,tertiary,no,2975,no,no,cellular,8,8,2,0,unknown,no
42,services,married,secondary,no,-246,yes,no,unknown,7,5,1,0,unknown,no
51,blue-collar,divorced,secondary,no,203,yes,no,cellular,8,5,1,5,failure,no
31,blue-collar,married,secondary,no,1664,yes,no,cellular,20,4,1,1,success,no
49,admin.,married,secondary,no,381,no,no,cellular,5,8,2,0,unknown,no
35,management,divorced,tertiary,no,473,no,yes,cellular,5,8,2,0,unknown,no
35,technician,married,tertiary,no,118,no,no,cellular,6,8,2,0,unknown,no
44,housemaid,married,primary,no,3706,no,no,unknown,17,6,3,0,unknown,no
46,management,married,tertiary,no,1285,yes,no,unknown,27,5,1,0,unknown,no
33,blue-collar,single,secondary,no,4404,yes,no,cellular,20,11,3,0,unknown,no
42,blue-collar,married,secondary,no,352,yes,no,cellular,11,5,3,0,unknown,no
56,admin.,divorced,unknown,no,789,yes,no,cellular,8,5,1,2,failure,no
57,retired,married,secondary,no,374,yes,yes,cellular,16,7,1,0,unknown,no
33,management,married,tertiary,no,1412,yes,no,unknown,19,8,1,0,unknown,yes
42,technician,married,secondary,no,473,yes,no,cellular,7,7,5,0,unknown,no
35,housemaid,married,tertiary,no,1265,yes,no,cellular,15,5,5,4,failure,yes
55,retired,divorced,secondary,no,1580,no,yes,unknown,19,6,1,0,unknown,yes
39,blue-collar,married,primary,no,1506,yes,no,cellular,11,5,2,0,unknown,no
45,entrepreneur,married,primary,no,58,yes,no,telephone,13,5,3,3,failure,no
50,blue-collar,married,primary,no,0,no,no,cellular,11,8,5,0,unknown,no
59,retired,married,tertiary,no,9676,no,no,telephone,27,3,2,0,unknown,yes
44,self-employed,divorced,secondary,no,80,yes,yes,unknown,14,5,2,0,unknown,no
38,services,married,secondary,no,-762,yes,yes,unknown,30,5,2,0,unknown,no
35,housemaid,married,tertiary,no,11219,no,no,cellular,12,8,2,1,failure,no
25,student,single,tertiary,no,1433,yes,no,cellular,15,5,1,0,unknown,no
31,technician,married,secondary,no,171,no,no,cellular,27,8,3,0,unknown,no
42,management,married,secondary,no,1331,no,no,cellular,23,7,2,0,unknown,no
50,technician,married,secondary,no,1130,yes,no,cellular,23,7,2,0,unknown,no
36,technician,married,tertiary,no,0,no,no,cellular,22,8,2,0,unknown,no
50,services,single,secondary,no,72,no,no,unknown,8,5,2,0,unknown,no
52,unemployed,married,primary,no,-110,no,yes,cellular,29,1,1,0,unknown,no
46,entrepreneur,married,unknown,no,242,yes,no,unknown,9,5,2,0,unknown,no
26,housemaid,married,secondary,no,-759,yes,no,cellular,11,7,1,0,unknown,no
41,self-employed,single,tertiary,no,3950,yes,no,unknown,30,5,2,0,unknown,no
33,technician,divorced,secondary,no,0,yes,no,cellular,7,5,2,0,unknown,no
34,management,married,secondary,no,293,yes,no,unknown,21,5,3,0,unknown,no
37,blue-collar,married,secondary,no,395,yes,no,unknown,6,5,2,0,unknown,no
26,blue-collar,single,primary,no,3342,yes,no,unknown,4,6,4,0,unknown,no
36,management,single,tertiary,no,876,yes,no,unknown,23,5,2,0,unknown,no
28,technician,married,secondary,no,232,yes,yes,cellular,29,1,1,1,failure,no
25,student,single,secondary,no,304,no,no,cellular,26,5,2,0,unknown,yes
26,management,single,tertiary,no,-8,no,no,cellular,13,8,2,0,unknown,no
31,technician,single,secondary,no,391,no,no,cellular,13,8,2,0,unknown,no
57,retired,married,tertiary,no,0,yes,yes,unknown,28,5,1,0,unknown,yes
27,admin.,single,tertiary,no,3672,yes,no,cellular,15,5,2,5,failure,no
43,management,married,tertiary,no,690,yes,no,cellular,6,8,3,0,unknown,no
38,admin.,married,secondary,no,46,yes,yes,unknown,6,5,1,0,unknown,no
49,housemaid,married,primary,no,889,no,no,telephone,7,7,1,0,unknown,yes
42,technician,married,secondary,no,439,no,no,cellular,20,8,2,0,unknown,no
32,management,married,secondary,no,6217,yes,yes,cellular,18,11,2,2,failure,no
43,entrepreneur,married,secondary,no,59,no,no,unknown,13,5,2,0,unknown,no
47,blue-collar,married,secondary,no,1230,yes,no,cellular,30,4,1,1,success,yes
53,unknown,married,unknown,no,13,no,no,telephone,28,1,1,0,unknown,no
33,management,single,tertiary,no,3143,no,no,cellular,29,6,2,0,unknown,yes
34,management,single,tertiary,no,340,yes,no,unknown,3,6,28,0,unknown,no
43,services,married,primary,no,2567,yes,no,cellular,14,5,1,2,failure,no
44,admin.,married,secondary,no,5181,yes,yes,cellular,31,7,7,0,unknown,no
55,self-employed,married,secondary,no,203,yes,no,telephone,14,5,5,12,other,no
26,technician,single,tertiary,no,1216,yes,no,cellular,16,4,2,0,unknown,no
42,self-employed,married,tertiary,no,0,no,no,cellular,8,8,6,0,unknown,no
36,management,married,tertiary,no,1852,no,no,unknown,8,5,1,0,unknown,no
33,technician,single,tertiary,no,125,no,no,telephone,29,8,2,0,unknown,no
36,blue-collar,married,secondary,no,777,yes,no,cellular,6,5,3,0,unknown,no
36,blue-collar,married,primary,no,0,yes,no,cellular,18,11,2,0,unknown,no
53,management,married,tertiary,no,1319,yes,no,cellular,16,4,1,1,failure,no
26,services,single,secondary,no,0,no,no,cellular,29,7,23,0,unknown,no
30,management,single,tertiary,no,201,yes,no,cellular,17,3,2,0,unknown,yes
43,blue-collar,divorced,primary,no,92,yes,no,unknown,15,5,2,0,unknown,no
41,management,married,tertiary,no,49,yes,no,cellular,17,7,5,0,unknown,no
57,services,divorced,secondary,no,14,no,yes,cellular,22,7,2,0,unknown,no
34,technician,single,secondary,no,0,yes,yes,unknown,16,5,1,0,unknown,no
39,management,divorced,tertiary,no,355,yes,no,cellular,25,8,5,0,unknown,no
57,retired,divorced,secondary,no,-331,yes,no,unknown,6,5,1,0,unknown,no
34,admin.,single,secondary,no,10,no,yes,cellular,18,11,1,3,failure,no
38,blue-collar,married,primary,no,290,yes,no,cellular,16,4,1,0,unknown,no
37,blue-collar,married,secondary,no,954,yes,no,unknown,2,6,9,0,unknown,no
42,blue-collar,divorced,secondary,no,1491,yes,no,cellular,6,5,2,2,failure,no
58,blue-collar,divorced,secondary,no,314,no,no,unknown,25,6,2,0,unknown,no
32,admin.,married,secondary,no,923,yes,no,cellular,17,4,4,0,unknown,no
41,technician,divorced,secondary,no,348,yes,no,cellular,7,5,2,2,failure,no
55,technician,married,secondary,no,0,no,no,cellular,19,11,1,0,unknown,no
37,services,married,secondary,no,1328,yes,no,telephone,13,5,2,4,failure,no
37,technician,divorced,secondary,no,23,no,no,cellular,20,8,2,0,unknown,no
58,housemaid,married,tertiary,no,497,no,no,unknown,11,6,5,0,unknown,no
40,management,married,tertiary,no,1734,yes,no,unknown,2,6,1,0,unknown,no
34,management,single,secondary,no,0,no,no,cellular,22,8,4,0,unknown,no
27,services,single,secondary,no,259,yes,no,unknown,23,5,10,0,unknown,no
33,blue-collar,married,secondary,no,932,yes,no,unknown,21,5,1,0,unknown,no
45,technician,married,secondary,no,-149,yes,no,cellular,14,7,2,0,unknown,no
41,management,married,tertiary,no,2885,no,no,cellular,19,11,1,0,unknown,no
36,services,married,secondary,no,3064,yes,no,telephone,11,5,4,0,unknown,no
32,blue-collar,married,secondary,no,950,yes,yes,cellular,20,4,4,0,unknown,no
27,services,single,secondary,no,266,no,yes,cellular,7,7,1,0,unknown,no
47,technician,married,secondary,no,3973,no,no,cellular,6,8,2,0,unknown,no
32,management,single,tertiary,no,0,yes,no,cellular,22,7,2,0,unknown,no
57,retired,married,secondary,no,1044,no,no,telephone,11,1,1,2,success,yes
33,services,divorced,secondary,no,991,yes,no,unknown,27,5,1,0,unknown,no
37,management,married,tertiary,no,238,no,no,cellular,3,2,1,1,success,yes
37,blue-collar,married,primary,no,0,yes,no,cellular,6,5,1,3,other,no
42,technician,married,tertiary,no,782,no,no,cellular,3,4,1,0,unknown,no
41,technician,divorced,secondary,no,0,yes,no,cellular,17,11,2,0,unknown,no
32,blue-collar,single,secondary,no,811,yes,no,cellular,14,5,1,0,unknown,yes
31,blue-collar,married,secondary,no,3653,yes,yes,cellular,21,11,1,4,failure,no
36,admin.,single,secondary,no,0,no,no,cellular,20,4,1,0,unknown,no
32,admin.,divorced,secondary,yes,5,yes,yes,cellular,18,5,3,2,other,no
35,self-employed,married,secondary,no,8883,no,no,cellular,21,11,3,0,unknown,no
79,retired,married,secondary,no,4738,no,no,telephone,9,7,5,0,unknown,no
37,blue-collar,married,primary,no,543,yes,no,unknown,21,5,1,0,unknown,no
41,admin.,divorced,secondary,no,6046,yes,yes,telephone,15,3,6,2,success,yes
42,technician,divorced,secondary,no,1533,no,yes,cellular,5,8,1,0,unknown,no
47,management,married,tertiary,no,-50,no,yes,cellular,7,7,1,0,unknown,no
57,retired,divorced,secondary,no,39,yes,no,cellular,30,7,3,0,unknown,no
55,management,married,primary,no,229,no,yes,unknown,9,6,3,0,unknown,no
46,housemaid,single,tertiary,no,3232,no,no,telephone,15,6,2,0,unknown,no
38,management,single,tertiary,no,15030,yes,no,cellular,13,5,1,7,other,no
31,technician,single,unknown,no,187,no,no,cellular,17,7,1,0,unknown,no
45,blue-collar,divorced,primary,no,0,yes,no,cellular,21,7,2,0,unknown,no
26,blue-collar,married,secondary,no,2770,yes,no,unknown,8,5,1,0,unknown,no
44,blue-collar,married,secondary,no,878,yes,no,cellular,2,6,1,0,unknown,no
44,admin.,married,secondary,no,2403,yes,no,cellular,28,1,2,0,unknown,no
28,technician,single,secondary,yes,-298,yes,no,unknown,3,6,7,0,unknown,no
55,blue-collar,married,unknown,no,23,no,no,cellular,30,1,1,3,other,no
28,technician,single,secondary,no,227,no,no,cellular,30,4,1,0,unknown,yes
46,management,single,tertiary,no,334,yes,no,telephone,4,5,6,2,other,no
47,services,married,tertiary,no,871,no,no,cellular,22,8,9,0,unknown,no
27,blue-collar,single,secondary,no,23,no,no,cellular,26,2,2,0,unknown,no
57,admin.,married,secondary,no,808,no,no,cellular,14,7,3,0,unknown,no
52,entrepreneur,married,tertiary,no,0,no,no,unknown,19,6,3,0,unknown,no
28,services,single,secondary,no,198,no,no,cellular,5,7,2,0,unknown,yes
33,technician,married,tertiary,no,8023,no,no,cellular,30,11,1,3,failure,no
37,management,married,tertiary,no,767,no,yes,cellular,2,2,1,0,unknown,no
49,blue-collar,married,secondary,no,1568,no,no,unknown,21,5,6,0,unknown,no
41,admin.,single,secondary,no,-256,no,yes,unknown,9,5,3,0,unknown,no
32,blue-collar,married,primary,no,642,no,yes,cellular,8,7,1,0,unknown,no
32,management,married,tertiary,no,553,yes,no,cellular,22,7,1,0,unknown,no
53,entrepreneur,married,primary,no,27,yes,no,telephone,10,9,3,0,unknown,yes
42,management,married,tertiary,no,0,no,no,cellular,13,8,2,0,unknown,no
31,management,single,secondary,no,36,no,no,cellular,27,8,2,0,unknown,no
29,blue-collar,married,secondary,no,228,yes,no,cellular,11,5,8,9,failure,no
59,retired,single,secondary,no,351,yes,no,unknown,27,5,5,0,unknown,yes
33,blue-collar,married,primary,no,511,yes,no,unknown,21,5,2,0,unknown,no
48,management,married,tertiary,no,0,no,no,cellular,26,8,5,0,unknown,no
54,management,married,tertiary,no,0,no,no,cellular,16,7,5,0,unknown,no
35,technician,married,secondary,no,1067,no,yes,cellular,12,8,6,0,unknown,no
34,blue-collar,married,secondary,no,250,yes,no,unknown,29,5,6,0,unknown,no
28,admin.,single,secondary,no,189,yes,no,cellular,31,7,2,0,unknown,no
45,entrepreneur,married,primary,no,2418,yes,no,unknown,14,5,1,0,unknown,no
29,self-employed,single,secondary,no,3672,yes,yes,unknown,28,5,1,0,unknown,no
32,management,divorced,tertiary,no,883,yes,no,cellular,10,12,1,5,other,yes
36,blue-collar,single,primary,no,367,no,no,cellular,2,2,1,1,failure,no
57,housemaid,married,secondary,no,158,yes,no,telephone,10,7,1,0,unknown,no
52,entrepreneur,married,secondary,no,0,no,no,cellular,7,8,2,0,unknown,no
48,blue-collar,married,primary,no,574,no,no,cellular,5,8,1,0,unknown,no
32,blue-collar,married,secondary,no,14,yes,no,unknown,2,6,1,0,unknown,no
26,blue-collar,single,secondary,no,856,yes,yes,cellular,30,7,5,0,unknown,no
42,technician,single,secondary,no,0,no,no,cellular,21,8,2,0,unknown,no
57,admin.,divorced,unknown,no,887,no,no,unknown,20,6,8,0,unknown,no
42,blue-collar,married,primary,no,-119,yes,no,cellular,22,7,3,0,unknown,no
45,admin.,married,secondary,no,-547,yes,no,unknown,3,6,2,0,unknown,no
40,self-employed,married,tertiary,no,642,no,no,cellular,18,11,3,0,unknown,no
46,services,married,secondary,no,0,yes,no,cellular,22,6,1,1,other,no
31,self-employed,married,secondary,no,33,no,no,cellular,6,8,4,0,unknown,no
28,services,single,secondary,no,290,yes,no,cellular,18,5,1,0,unknown,no
26,admin.,divorced,secondary,yes,-3,yes,no,unknown,13,5,5,0,unknown,no
42,blue-collar,married,secondary,no,-422,no,no,cellular,9,7,1,0,unknown,no
33,management,single,secondary,no,1558,yes,no,cellular,17,4,1,0,unknown,no
43,blue-collar,married,secondary,no,2160,no,no,cellular,8,9,1,1,success,yes
35,technician,single,secondary,no,175,yes,no,cellular,29,1,1,1,failure,no
45,management,divorced,tertiary,no,2096,no,no,cellular,21,11,1,2,failure,no
59,housemaid,married,tertiary,no,0,no,yes,cellular,29,7,2,0,unknown,no
32,entrepreneur,single,primary,yes,-849,yes,yes,cellular,4,2,1,0,unknown,no
51,management,single,tertiary,yes,-55,yes,no,cellular,18,8,6,0,unknown,no
31,technician,single,secondary,no,775,no,no,cellular,2,2,1,0,unknown,no
34,management,married,tertiary,no,136,yes,no,cellular,22,4,1,0,unknown,no
57,management,married,tertiary,no,1341,yes,no,unknown,8,5,2,0,unknown,no
47,self-employed,married,secondary,yes,2,no,no,cellular,5,2,2,0,unknown,no
49,technician,married,secondary,yes,-74,yes,no,cellular,19,11,1,0,unknown,no
48,management,married,tertiary,no,1167,yes,yes,cellular,1,6,1,0,unknown,yes
58,management,married,tertiary,no,9339,yes,no,telephone,18,11,3,3,other,no
71,retired,married,tertiary,no,14220,yes,no,cellular,9,9,1,0,unknown,yes
40,management,single,tertiary,no,0,yes,no,cellular,23,2,2,6,failure,yes
52,unknown,married,unknown,no,1317,no,no,unknown,12,6,1,0,unknown,no
32,blue-collar,married,secondary,no,-32,yes,no,cellular,12,5,1,0,unknown,no
33,admin.,married,secondary,no,353,yes,no,cellular,19,11,2,0,unknown,no
35,technician,single,tertiary,no,470,yes,no,cellular,25,7,13,0,unknown,yes
47,blue-collar,married,primary,no,2642,no,no,cellular,13,8,2,0,unknown,no
43,services,single,secondary,no,3403,yes,no,cellular,12,11,2,2,success,yes
50,blue-collar,married,secondary,no,2320,yes,no,cellular,7,4,1,0,unknown,no
40,technician,married,secondary,no,697,no,no,cellular,24,6,2,2,other,no
36,blue-collar,married,secondary,no,63,yes,no,unknown,2,6,8,0,unknown,no
35,blue-collar,single,secondary,no,0,yes,no,cellular,16,4,1,0,unknown,no
55,housemaid,married,primary,no,16,no,no,unknown,20,6,1,0,unknown,no
52,retired,married,secondary,no,424,no,no,cellular,19,11,1,3,failure,no
45,technician,married,unknown,no,473,yes,no,unknown,27,5,1,0,unknown,no
43,blue-collar,married,primary,no,232,no,yes,cellular,15,5,1,0,unknown,no
34,blue-collar,single,secondary,no,13683,yes,no,unknown,3,6,3,0,unknown,no
31,blue-collar,divorced,secondary,no,-452,yes,no,unknown,26,5,5,0,unknown,no
28,self-employed,single,tertiary,no,0,yes,no,cellular,21,7,1,0,unknown,no
46,blue-collar,married,primary,no,2558,yes,no,telephone,20,11,1,1,other,no
27,management,single,tertiary,yes,0,no,yes,cellular,8,7,1,0,unknown,no
52,management,married,tertiary,no,6922,no,no,cellular,20,11,1,0,unknown,no
36,blue-collar,married,secondary,no,1049,yes,no,cellular,14,5,4,0,unknown,yes
38,management,married,tertiary,no,7124,no,no,unknown,16,6,6,0,unknown,no
39,management,single,secondary,no,36,no,no,cellular,29,8,2,0,unknown,no
27,admin.,married,secondary,no,639,no,yes,cellular,14,7,3,0,unknown,no
37,entrepreneur,married,tertiary,no,7944,no,no,cellular,21,11,1,0,unknown,no
46,blue-collar,married,primary,no,1429,yes,no,unknown,14,5,1,0,unknown,no
33,blue-collar,single,primary,no,1,yes,no,cellular,20,4,1,0,unknown,no
41,blue-collar,married,primary,no,293,yes,yes,cellular,7,5,1,0,unknown,no
49,blue-collar,married,unknown,no,3096,no,no,unknown,16,6,2,0,unknown,no
49,services,married,tertiary,no,306,yes,no,cellular,18,8,7,0,unknown,no
35,admin.,married,secondary,no,0,no,no,unknown,7,5,1,0,unknown,no
50,management,single,tertiary,no,1200,no,no,cellular,14,8,3,0,unknown,yes
51,services,married,unknown,no,5801,yes,no,unknown,29,5,2,0,unknown,no
53,blue-collar,married,primary,no,4143,no,no,cellular,15,7,3,0,unknown,no
29,services,single,secondary,no,209,yes,no,cellular,28,7,7,0,unknown,no
45,technician,married,secondary,no,999,yes,no,cellular,20,11,6,2,failure,no
38,retired,single,unknown,no,62,no,no,unknown,19,6,1,0,unknown,no
45,blue-collar,married,primary,no,1291,yes,no,cellular,28,8,17,0,unknown,no
56,management,married,tertiary,no,21664,no,no,unknown,17,6,8,0,unknown,no
48,blue-collar,single,secondary,no,312,yes,yes,cellular,3,2,2,0,unknown,no
59,management,married,tertiary,no,1585,no,no,telephone,28,8,5,0,unknown,no
40,management,married,tertiary,no,-17,yes,yes,cellular,11,5,1,1,success,yes
30,technician,single,tertiary,no,-970,no,yes,cellular,21,8,2,0,unknown,no
27,technician,single,secondary,no,282,no,yes,cellular,9,7,5,0,unknown,no
56,blue-collar,married,primary,no,379,no,no,cellular,13,8,5,0,unknown,no
47,admin.,married,secondary,no,3676,no,no,cellular,18,10,1,3,success,yes
34,technician,married,secondary,no,114,yes,yes,cellular,4,6,1,3,other,no
44,management,divorced,tertiary,no,-710,yes,no,cellular,10,7,1,0,unknown,no
74,retired,divorced,secondary,no,4079,no,no,cellular,19,10,3,0,unknown,yes
34,technician,married,tertiary,no,197,no,no,cellular,20,8,3,0,unknown,yes
33,blue-collar,divorced,primary,no,636,yes,no,cellular,9,7,11,0,unknown,no
38,admin.,married,primary,no,3913,yes,no,cellular,20,4,2,2,failure,no
49,unknown,married,secondary,no,0,no,no,cellular,28,8,2,0,unknown,no
34,management,single,tertiary,no,673,yes,yes,cellular,20,11,1,1,failure,no
40,management,single,tertiary,no,1509,no,no,cellular,15,3,2,1,failure,no
42,blue-collar,single,primary,no,92,no,no,cellular,30,7,2,0,unknown,no
58,housemaid,married,primary,no,5278,yes,no,unknown,4,6,4,0,unknown,no
41,management,divorced,tertiary,no,4567,yes,yes,cellular,16,7,1,0,unknown,no
53,management,married,unknown,no,2240,yes,no,cellular,2,6,2,1,success,yes
35,technician,married,secondary,no,94,yes,yes,unknown,14,5,5,0,unknown,no
36,technician,single,secondary,no,9149,yes,no,cellular,13,8,3,0,unknown,no
27,admin.,divorced,secondary,no,76,yes,no,unknown,4,6,1,0,unknown,no
44,technician,divorced,secondary,no,316,yes,no,cellular,21,7,3,0,unknown,no
44,management,married,tertiary,no,4460,no,no,telephone,31,7,2,0,unknown,no
54,technician,divorced,secondary,no,784,yes,yes,unknown,15,5,1,0,unknown,no
66,admin.,single,secondary,no,10177,no,no,cellular,5,5,4,0,unknown,no
43,technician,single,secondary,no,34,no,no,telephone,30,7,1,0,unknown,no
42,blue-collar,married,primary,no,7041,yes,no,cellular,28,7,4,0,unknown,no
39,blue-collar,married,primary,no,2303,yes,no,unknown,17,6,3,0,unknown,yes
47,services,divorced,secondary,no,164,no,no,unknown,5,5,1,0,unknown,no
57,housemaid,married,primary,no,0,no,no,unknown,9,6,2,0,unknown,no
37,management,divorced,secondary,no,414,no,no,cellular,29,1,2,4,failure,no
63,retired,married,primary,no,8044,no,no,cellular,12,11,1,0,unknown,no
42,technician,married,secondary,no,-1310,yes,yes,unknown,28,5,1,0,unknown,no
32,technician,single,tertiary,no,0,no,no,cellular,7,8,2,0,unknown,no
74,retired,married,secondary,no,921,no,no,telephone,17,4,2,0,unknown,yes
57,admin.,married,secondary,no,169,no,no,cellular,14,8,1,2,failure,no
41,management,married,tertiary,no,326,yes,no,cellular,5,5,1,0,unknown,yes
48,management,divorced,secondary,no,1598,yes,no,unknown,29,5,1,0,unknown,no
50,blue-collar,divorced,secondary,no,203,yes,no,telephone,19,11,1,4,other,no
25,admin.,married,secondary,no,242,yes,no,cellular,30,7,12,0,unknown,no
37,entrepreneur,single,tertiary,no,1467,yes,yes,cellular,17,11,1,0,unknown,no
36,blue-collar,married,secondary,no,1554,yes,no,unknown,12,5,4,0,unknown,no
31,admin.,married,secondary,no,236,yes,yes,telephone,4,5,3,0,unknown,no
22,student,single,secondary,no,2488,no,no,cellular,8,11,2,10,other,yes
46,management,married,secondary,no,12186,no,no,unknown,20,6,3,0,unknown,no
50,management,married,tertiary,no,112,yes,no,cellular,4,11,5,5,other,no
34,blue-collar,divorced,unknown,no,172,no,no,cellular,15,6,1,0,unknown,yes
43,blue-collar,married,secondary,no,667,yes,no,unknown,7,5,3,0,unknown,no
37,services,single,secondary,no,21,yes,no,cellular,2,2,1,2,other,no
30,technician,married,secondary,no,371,no,no,cellular,7,8,2,0,unknown,no
34,management,married,tertiary,no,0,yes,no,cellular,7,8,1,2,success,yes
40,blue-collar,married,secondary,no,326,yes,yes,cellular,7,7,1,0,unknown,no
54,management,married,tertiary,no,384,yes,no,cellular,12,5,7,0,unknown,no
27,housemaid,married,secondary,no,4848,yes,yes,telephone,23,7,3,0,unknown,no
34,management,married,tertiary,no,1557,yes,yes,unknown,13,5,1,0,unknown,no
29,management,single,tertiary,no,1673,no,no,cellular,16,8,2,3,other,no
25,management,single,tertiary,no,808,no,no,cellular,18,9,2,2,failure,yes
32,blue-collar,single,secondary,no,2,no,no,unknown,9,5,2,0,unknown,no
51,housemaid,married,unknown,no,174,no,no,telephone,29,7,3,0,unknown,no
25,unemployed,single,secondary,no,34,no,yes,unknown,4,7,1,0,unknown,no
33,technician,married,secondary,no,-204,no,no,cellular,15,5,3,0,unknown,no
47,blue-collar,married,primary,no,881,yes,no,cellular,14,5,1,2,failure,no
52,blue-collar,married,primary,no,1054,no,no,cellular,4,8,1,0,unknown,no
46,unemployed,single,tertiary,no,705,no,no,cellular,4,2,1,0,unknown,no
